company_name,title,job_department,job_type,work_location_type,pay_type,location_city,location_state,location_country,salary_min,salary_max,experience_years,description,required_skills,perks,apply_link,joining_fee_required,is_night_shift,status,display_applications_count,posted_days_ago
Wipro,"Financial Analyst II",Finance,full_time,office,fixed,Bangalore,Karnataka,India,550000,1000000,2,"Wipro is hiring a Financial Analyst. Support budgeting, forecasting, and financial reporting. Strong communication skills and relevant experience preferred.","Excel|Financial Modeling|SAP|Reporting","Health insurance, Transport allowance, Flexible hours",https://careers.wipro.com,0,0,active,1539,10
"HCL Technologies","Customer Support Lead II","Customer Support",contract,hybrid,fixed,Hyderabad,Telangana,India,450000,850000,3,"HCL Technologies is hiring a Customer Support Lead. Lead support operations and improve customer satisfaction. Strong communication skills and relevant experience preferred.","Customer Service|Team Leadership|CRM|Communication","ESOP, Health insurance, Gym membership",https://www.hcltech.com/careers,0,0,active,2272,30
"Tech Mahindra","Cybersecurity Analyst II",Engineering,part_time,remote,fixed,Pune,Maharashtra,India,900000,1700000,3,"Tech Mahindra is hiring a Cybersecurity Analyst. Monitor threats and strengthen organizational security posture. Strong communication skills and relevant experience preferred.","SIEM|Network Security|Incident Response|Compliance","Paid time off, Health insurance, Parental leave",https://careers.techmahindra.com,0,0,active,364,9
"Accenture India","Python Developer II",Engineering,full_time,hybrid,fixed,Mumbai,Maharashtra,India,650000,1200000,2,"Accenture India is hiring a Python Developer. Build APIs and backend services using Python frameworks. Strong communication skills and relevant experience preferred.","Python|Django|Flask|PostgreSQL|REST APIs","Health insurance, Paid time off, Learning budget",https://www.accenture.com/in-en/careers,0,0,active,2091,11
"Capgemini India","SAP Consultant II",Operations,full_time,remote,fixed,Chennai,"Tamil Nadu",India,1000000,1900000,4,"Capgemini India is hiring a SAP Consultant. Implement and support SAP modules for enterprise clients. Strong communication skills and relevant experience preferred.","SAP FICO|SAP MM|Implementation|Configuration","WFH, Health insurance, Annual bonus",https://www.capgemini.com/careers,0,0,active,1725,22
"IBM India","Network Engineer II",Engineering,full_time,office,fixed,"Delhi NCR",Delhi,India,600000,1100000,3,"IBM India is hiring a Network Engineer. Maintain network infrastructure and troubleshoot connectivity. Strong communication skills and relevant experience preferred.",Cisco|Routing|Switching|Firewalls|LAN/WAN,"Health insurance, Transport allowance, Flexible hours",https://www.ibm.com/careers,0,0,active,590,19
"Amazon India","Content Writer II",Marketing,contract,hybrid,fixed,Gurgaon,Haryana,India,350000,650000,1,"Amazon India is hiring a Content Writer. Create engaging content for web, blogs, and marketing campaigns. Strong communication skills and relevant experience preferred.","Content Writing|SEO|Editing|Research","ESOP, Health insurance, Gym membership",https://www.amazon.jobs/en/locations/india,0,0,active,1760,1
Flipkart,"Operations Manager II",Operations,part_time,remote,fixed,Noida,"Uttar Pradesh",India,900000,1600000,6,"Flipkart is hiring a Operations Manager. Optimize daily operations and cross-team workflows. Strong communication skills and relevant experience preferred.","Operations|Process Improvement|Team Management|KPIs","Paid time off, Health insurance, Parental leave",https://www.flipkartcareers.com,0,0,active,777,15
Swiggy,"Senior Java Developer II",Engineering,full_time,hybrid,fixed,Kolkata,"West Bengal",India,900000,1800000,5,"Swiggy is hiring a Senior Java Developer. Design and build scalable backend services for enterprise clients. Strong communication skills and relevant experience preferred.","Java|Spring Boot|Microservices|SQL|AWS","Health insurance, Paid time off, Learning budget",https://careers.swiggy.com,0,0,active,796,17
Zomato,"React Frontend Engineer II",Engineering,full_time,remote,fixed,Ahmedabad,Gujarat,India,700000,1300000,2,"Zomato is hiring a React Frontend Engineer. Develop responsive web applications with modern frontend stacks. Strong communication skills and relevant experience preferred.","React|TypeScript|REST APIs|CSS|Git","WFH, Health insurance, Annual bonus",https://www.zomato.com/careers,0,0,active,546,6
Paytm,"Full Stack Developer II",Engineering,full_time,office,fixed,Remote,India,India,800000,1500000,3,"Paytm is hiring a Full Stack Developer. Own features end-to-end across API and UI layers. Strong communication skills and relevant experience preferred.",Node.js|React|MongoDB|PostgreSQL|Docker,"Health insurance, Transport allowance, Flexible hours",https://paytm.com/careers,0,0,active,1757,25
PhonePe,"DevOps Engineer II",Engineering,contract,hybrid,fixed,Bangalore,Karnataka,India,1000000,2000000,4,"PhonePe is hiring a DevOps Engineer. Automate deployments and maintain cloud infrastructure. Strong communication skills and relevant experience preferred.",AWS|Kubernetes|Terraform|CI/CD|Linux,"ESOP, Health insurance, Gym membership",https://www.phonepe.com/careers,0,0,active,1266,23
Razorpay,"Data Analyst II",Operations,part_time,remote,fixed,Hyderabad,Telangana,India,500000,900000,1,"Razorpay is hiring a Data Analyst. Transform business data into dashboards and actionable insights. Strong communication skills and relevant experience preferred.","SQL|Excel|Python|Power BI|Tableau","Paid time off, Health insurance, Parental leave",https://razorpay.com/jobs,0,0,active,221,24
Freshworks,"Data Scientist II",Engineering,full_time,hybrid,fixed,Pune,Maharashtra,India,1100000,2200000,3,"Freshworks is hiring a Data Scientist. Build predictive models and analytics solutions for product teams. Strong communication skills and relevant experience preferred.","Python|Machine Learning|Statistics|Pandas|SQL","Health insurance, Paid time off, Learning budget",https://www.freshworks.com/company/careers,0,0,active,642,14
Zoho,"QA Automation Engineer II",Engineering,full_time,remote,fixed,Mumbai,Maharashtra,India,600000,1100000,2,"Zoho is hiring a QA Automation Engineer. Design automated test suites and improve release quality. Strong communication skills and relevant experience preferred.","Selenium|Java|API Testing|Jira|Agile","WFH, Health insurance, Annual bonus",https://www.zoho.com/careers,0,0,active,2003,26
Mindtree,"Product Manager II",Operations,full_time,office,fixed,Chennai,"Tamil Nadu",India,1200000,2500000,5,"Mindtree is hiring a Product Manager. Define product vision and drive cross-functional delivery. Strong communication skills and relevant experience preferred.","Product Strategy|Roadmaps|Analytics|Stakeholder Management","Health insurance, Transport allowance, Flexible hours",https://www.mindtree.com/careers,0,0,active,729,28
LTIMindtree,"UI/UX Designer II",Engineering,contract,hybrid,fixed,"Delhi NCR",Delhi,India,650000,1200000,2,"LTIMindtree is hiring a UI/UX Designer. Create intuitive interfaces and user-centered product experiences. Strong communication skills and relevant experience preferred.","Figma|User Research|Prototyping|Design Systems","ESOP, Health insurance, Gym membership",https://www.ltimindtree.com/careers,0,0,active,1206,13
Cognizant,"Android Developer II",Engineering,part_time,remote,fixed,Gurgaon,Haryana,India,750000,1400000,3,"Cognizant is hiring a Android Developer. Build and ship high-quality Android applications. Strong communication skills and relevant experience preferred.","Kotlin|Android SDK|REST APIs|Firebase","Paid time off, Health insurance, Parental leave",https://careers.cognizant.com,0,0,active,929,17
"Deloitte India","iOS Developer II",Engineering,full_time,hybrid,fixed,Noida,"Uttar Pradesh",India,800000,1500000,3,"Deloitte India is hiring a iOS Developer. Develop native iOS apps for consumer and enterprise users. Strong communication skills and relevant experience preferred.","Swift|UIKit|SwiftUI|REST APIs","Health insurance, Paid time off, Learning budget",https://www2.deloitte.com/in/en/careers,0,0,active,1675,8
"EY India","Flutter Developer II",Engineering,full_time,remote,fixed,Kolkata,"West Bengal",India,700000,1300000,2,"EY India is hiring a Flutter Developer. Deliver cross-platform mobile apps from a single codebase. Strong communication skills and relevant experience preferred.","Flutter|Dart|Firebase|REST APIs","WFH, Health insurance, Annual bonus",https://careers.ey.com,0,0,active,370,5
"KPMG India","Cloud Architect II",Engineering,full_time,office,fixed,Ahmedabad,Gujarat,India,1800000,3500000,8,"KPMG India is hiring a Cloud Architect. Lead cloud migration and architecture for large programs. Strong communication skills and relevant experience preferred.","AWS|Azure|Solution Design|Security|Networking","Health insurance, Transport allowance, Flexible hours",https://home.kpmg/in/en/home/careers,0,0,active,946,12
Genpact,"Business Analyst II",Operations,contract,hybrid,fixed,Remote,India,India,700000,1200000,3,"Genpact is hiring a Business Analyst. Bridge business needs with technical delivery teams. Strong communication skills and relevant experience preferred.","Requirements|SQL|Jira|Documentation|Stakeholder Management","ESOP, Health insurance, Gym membership",https://www.genpact.com/careers,0,0,active,675,3
TCS,"Sales Executive II",Sales,part_time,remote,fixed,Bangalore,Karnataka,India,400000,800000,2,"TCS is hiring a Sales Executive. Drive revenue growth through enterprise client relationships. Strong communication skills and relevant experience preferred.","B2B Sales|CRM|Negotiation|Communication","Paid time off, Health insurance, Parental leave",https://www.tcs.com/careers,0,0,active,2127,12
Infosys,"Digital Marketing Manager II",Marketing,full_time,hybrid,fixed,Hyderabad,Telangana,India,600000,1100000,4,"Infosys is hiring a Digital Marketing Manager. Plan and execute digital campaigns across channels. Strong communication skills and relevant experience preferred.","SEO|Google Ads|Analytics|Content Strategy","Health insurance, Paid time off, Learning budget",https://www.infosys.com/careers,0,0,active,514,17
Wipro,"HR Business Partner II","Human Resources",full_time,remote,fixed,Pune,Maharashtra,India,700000,1300000,5,"Wipro is hiring a HR Business Partner. Partner with leaders on hiring, retention, and culture. Strong communication skills and relevant experience preferred.","Talent Management|Employee Relations|HR Policies","WFH, Health insurance, Annual bonus",https://careers.wipro.com,0,0,active,2351,0
"HCL Technologies","Financial Analyst II",Finance,full_time,office,fixed,Mumbai,Maharashtra,India,550000,1000000,2,"HCL Technologies is hiring a Financial Analyst. Support budgeting, forecasting, and financial reporting. Strong communication skills and relevant experience preferred.","Excel|Financial Modeling|SAP|Reporting","Health insurance, Transport allowance, Flexible hours",https://www.hcltech.com/careers,0,0,active,753,2
"Tech Mahindra","Customer Support Lead II","Customer Support",contract,hybrid,fixed,Chennai,"Tamil Nadu",India,450000,850000,3,"Tech Mahindra is hiring a Customer Support Lead. Lead support operations and improve customer satisfaction. Strong communication skills and relevant experience preferred.","Customer Service|Team Leadership|CRM|Communication","ESOP, Health insurance, Gym membership",https://careers.techmahindra.com,0,0,active,1518,16
"Accenture India","Cybersecurity Analyst II",Engineering,part_time,remote,fixed,"Delhi NCR",Delhi,India,900000,1700000,3,"Accenture India is hiring a Cybersecurity Analyst. Monitor threats and strengthen organizational security posture. Strong communication skills and relevant experience preferred.","SIEM|Network Security|Incident Response|Compliance","Paid time off, Health insurance, Parental leave",https://www.accenture.com/in-en/careers,0,0,active,777,9
"Capgemini India","Python Developer II",Engineering,full_time,hybrid,fixed,Gurgaon,Haryana,India,650000,1200000,2,"Capgemini India is hiring a Python Developer. Build APIs and backend services using Python frameworks. Strong communication skills and relevant experience preferred.","Python|Django|Flask|PostgreSQL|REST APIs","Health insurance, Paid time off, Learning budget",https://www.capgemini.com/careers,0,0,active,331,9
"IBM India","SAP Consultant II",Operations,full_time,remote,fixed,Noida,"Uttar Pradesh",India,1000000,1900000,4,"IBM India is hiring a SAP Consultant. Implement and support SAP modules for enterprise clients. Strong communication skills and relevant experience preferred.","SAP FICO|SAP MM|Implementation|Configuration","WFH, Health insurance, Annual bonus",https://www.ibm.com/careers,0,0,active,2352,5
"Amazon India","Network Engineer II",Engineering,full_time,office,fixed,Kolkata,"West Bengal",India,600000,1100000,3,"Amazon India is hiring a Network Engineer. Maintain network infrastructure and troubleshoot connectivity. Strong communication skills and relevant experience preferred.",Cisco|Routing|Switching|Firewalls|LAN/WAN,"Health insurance, Transport allowance, Flexible hours",https://www.amazon.jobs/en/locations/india,0,0,active,679,14
Flipkart,"Content Writer II",Marketing,contract,hybrid,fixed,Ahmedabad,Gujarat,India,350000,650000,1,"Flipkart is hiring a Content Writer. Create engaging content for web, blogs, and marketing campaigns. Strong communication skills and relevant experience preferred.","Content Writing|SEO|Editing|Research","ESOP, Health insurance, Gym membership",https://www.flipkartcareers.com,0,0,active,316,12
Swiggy,"Operations Manager II",Operations,part_time,remote,fixed,Remote,India,India,900000,1600000,6,"Swiggy is hiring a Operations Manager. Optimize daily operations and cross-team workflows. Strong communication skills and relevant experience preferred.","Operations|Process Improvement|Team Management|KPIs","Paid time off, Health insurance, Parental leave",https://careers.swiggy.com,0,0,active,979,26
Zomato,"Senior Java Developer II",Engineering,full_time,hybrid,fixed,Bangalore,Karnataka,India,900000,1800000,5,"Zomato is hiring a Senior Java Developer. Design and build scalable backend services for enterprise clients. Strong communication skills and relevant experience preferred.","Java|Spring Boot|Microservices|SQL|AWS","Health insurance, Paid time off, Learning budget",https://www.zomato.com/careers,0,0,active,1283,2
Paytm,"React Frontend Engineer II",Engineering,full_time,remote,fixed,Hyderabad,Telangana,India,700000,1300000,2,"Paytm is hiring a React Frontend Engineer. Develop responsive web applications with modern frontend stacks. Strong communication skills and relevant experience preferred.","React|TypeScript|REST APIs|CSS|Git","WFH, Health insurance, Annual bonus",https://paytm.com/careers,0,0,active,745,12
PhonePe,"Full Stack Developer II",Engineering,full_time,office,fixed,Pune,Maharashtra,India,800000,1500000,3,"PhonePe is hiring a Full Stack Developer. Own features end-to-end across API and UI layers. Strong communication skills and relevant experience preferred.",Node.js|React|MongoDB|PostgreSQL|Docker,"Health insurance, Transport allowance, Flexible hours",https://www.phonepe.com/careers,0,0,active,986,18
Razorpay,"DevOps Engineer II",Engineering,contract,hybrid,fixed,Mumbai,Maharashtra,India,1000000,2000000,4,"Razorpay is hiring a DevOps Engineer. Automate deployments and maintain cloud infrastructure. Strong communication skills and relevant experience preferred.",AWS|Kubernetes|Terraform|CI/CD|Linux,"ESOP, Health insurance, Gym membership",https://razorpay.com/jobs,0,0,active,1010,1
Freshworks,"Data Analyst II",Operations,part_time,remote,fixed,Chennai,"Tamil Nadu",India,500000,900000,1,"Freshworks is hiring a Data Analyst. Transform business data into dashboards and actionable insights. Strong communication skills and relevant experience preferred.","SQL|Excel|Python|Power BI|Tableau","Paid time off, Health insurance, Parental leave",https://www.freshworks.com/company/careers,0,0,active,1622,20
Zoho,"Data Scientist II",Engineering,full_time,hybrid,fixed,"Delhi NCR",Delhi,India,1100000,2200000,3,"Zoho is hiring a Data Scientist. Build predictive models and analytics solutions for product teams. Strong communication skills and relevant experience preferred.","Python|Machine Learning|Statistics|Pandas|SQL","Health insurance, Paid time off, Learning budget",https://www.zoho.com/careers,0,0,active,829,23
Mindtree,"QA Automation Engineer II",Engineering,full_time,remote,fixed,Gurgaon,Haryana,India,600000,1100000,2,"Mindtree is hiring a QA Automation Engineer. Design automated test suites and improve release quality. Strong communication skills and relevant experience preferred.","Selenium|Java|API Testing|Jira|Agile","WFH, Health insurance, Annual bonus",https://www.mindtree.com/careers,0,0,active,1334,18
LTIMindtree,"Product Manager II",Operations,full_time,office,fixed,Noida,"Uttar Pradesh",India,1200000,2500000,5,"LTIMindtree is hiring a Product Manager. Define product vision and drive cross-functional delivery. Strong communication skills and relevant experience preferred.","Product Strategy|Roadmaps|Analytics|Stakeholder Management","Health insurance, Transport allowance, Flexible hours",https://www.ltimindtree.com/careers,0,0,active,1727,16
Cognizant,"UI/UX Designer II",Engineering,contract,hybrid,fixed,Kolkata,"West Bengal",India,650000,1200000,2,"Cognizant is hiring a UI/UX Designer. Create intuitive interfaces and user-centered product experiences. Strong communication skills and relevant experience preferred.","Figma|User Research|Prototyping|Design Systems","ESOP, Health insurance, Gym membership",https://careers.cognizant.com,0,0,active,1743,19
"Deloitte India","Android Developer II",Engineering,part_time,remote,fixed,Ahmedabad,Gujarat,India,750000,1400000,3,"Deloitte India is hiring a Android Developer. Build and ship high-quality Android applications. Strong communication skills and relevant experience preferred.","Kotlin|Android SDK|REST APIs|Firebase","Paid time off, Health insurance, Parental leave",https://www2.deloitte.com/in/en/careers,0,0,active,1488,12
"EY India","iOS Developer II",Engineering,full_time,hybrid,fixed,Remote,India,India,800000,1500000,3,"EY India is hiring a iOS Developer. Develop native iOS apps for consumer and enterprise users. Strong communication skills and relevant experience preferred.","Swift|UIKit|SwiftUI|REST APIs","Health insurance, Paid time off, Learning budget",https://careers.ey.com,0,0,active,488,5
"KPMG India","Flutter Developer II",Engineering,full_time,remote,fixed,Bangalore,Karnataka,India,700000,1300000,2,"KPMG India is hiring a Flutter Developer. Deliver cross-platform mobile apps from a single codebase. Strong communication skills and relevant experience preferred.","Flutter|Dart|Firebase|REST APIs","WFH, Health insurance, Annual bonus",https://home.kpmg/in/en/home/careers,0,0,active,1764,5
Genpact,"Cloud Architect II",Engineering,full_time,office,fixed,Hyderabad,Telangana,India,1800000,3500000,8,"Genpact is hiring a Cloud Architect. Lead cloud migration and architecture for large programs. Strong communication skills and relevant experience preferred.","AWS|Azure|Solution Design|Security|Networking","Health insurance, Transport allowance, Flexible hours",https://www.genpact.com/careers,0,0,active,840,4
TCS,"Business Analyst II",Operations,contract,hybrid,fixed,Pune,Maharashtra,India,700000,1200000,3,"TCS is hiring a Business Analyst. Bridge business needs with technical delivery teams. Strong communication skills and relevant experience preferred.","Requirements|SQL|Jira|Documentation|Stakeholder Management","ESOP, Health insurance, Gym membership",https://www.tcs.com/careers,0,0,active,2182,8
Infosys,"Sales Executive II",Sales,part_time,remote,fixed,Mumbai,Maharashtra,India,400000,800000,2,"Infosys is hiring a Sales Executive. Drive revenue growth through enterprise client relationships. Strong communication skills and relevant experience preferred.","B2B Sales|CRM|Negotiation|Communication","Paid time off, Health insurance, Parental leave",https://www.infosys.com/careers,0,0,active,1872,19
Wipro,"Digital Marketing Manager II",Marketing,full_time,hybrid,fixed,Chennai,"Tamil Nadu",India,600000,1100000,4,"Wipro is hiring a Digital Marketing Manager. Plan and execute digital campaigns across channels. Strong communication skills and relevant experience preferred.","SEO|Google Ads|Analytics|Content Strategy","Health insurance, Paid time off, Learning budget",https://careers.wipro.com,0,0,active,1583,28
"HCL Technologies","HR Business Partner II","Human Resources",full_time,remote,fixed,"Delhi NCR",Delhi,India,700000,1300000,5,"HCL Technologies is hiring a HR Business Partner. Partner with leaders on hiring, retention, and culture. Strong communication skills and relevant experience preferred.","Talent Management|Employee Relations|HR Policies","WFH, Health insurance, Annual bonus",https://www.hcltech.com/careers,0,0,active,1757,1
"Tech Mahindra","Financial Analyst II",Finance,full_time,office,fixed,Gurgaon,Haryana,India,550000,1000000,2,"Tech Mahindra is hiring a Financial Analyst. Support budgeting, forecasting, and financial reporting. Strong communication skills and relevant experience preferred.","Excel|Financial Modeling|SAP|Reporting","Health insurance, Transport allowance, Flexible hours",https://careers.techmahindra.com,0,0,active,1450,21
"Accenture India","Customer Support Lead II","Customer Support",contract,hybrid,fixed,Noida,"Uttar Pradesh",India,450000,850000,3,"Accenture India is hiring a Customer Support Lead. Lead support operations and improve customer satisfaction. Strong communication skills and relevant experience preferred.","Customer Service|Team Leadership|CRM|Communication","ESOP, Health insurance, Gym membership",https://www.accenture.com/in-en/careers,0,0,active,767,7
"Capgemini India","Cybersecurity Analyst II",Engineering,part_time,remote,fixed,Kolkata,"West Bengal",India,900000,1700000,3,"Capgemini India is hiring a Cybersecurity Analyst. Monitor threats and strengthen organizational security posture. Strong communication skills and relevant experience preferred.","SIEM|Network Security|Incident Response|Compliance","Paid time off, Health insurance, Parental leave",https://www.capgemini.com/careers,0,0,active,2392,24
"IBM India","Python Developer II",Engineering,full_time,hybrid,fixed,Ahmedabad,Gujarat,India,650000,1200000,2,"IBM India is hiring a Python Developer. Build APIs and backend services using Python frameworks. Strong communication skills and relevant experience preferred.","Python|Django|Flask|PostgreSQL|REST APIs","Health insurance, Paid time off, Learning budget",https://www.ibm.com/careers,0,0,active,1570,9
"Amazon India","SAP Consultant II",Operations,full_time,remote,fixed,Remote,India,India,1000000,1900000,4,"Amazon India is hiring a SAP Consultant. Implement and support SAP modules for enterprise clients. Strong communication skills and relevant experience preferred.","SAP FICO|SAP MM|Implementation|Configuration","WFH, Health insurance, Annual bonus",https://www.amazon.jobs/en/locations/india,0,0,active,2044,23
Flipkart,"Network Engineer II",Engineering,full_time,office,fixed,Bangalore,Karnataka,India,600000,1100000,3,"Flipkart is hiring a Network Engineer. Maintain network infrastructure and troubleshoot connectivity. Strong communication skills and relevant experience preferred.",Cisco|Routing|Switching|Firewalls|LAN/WAN,"Health insurance, Transport allowance, Flexible hours",https://www.flipkartcareers.com,0,0,active,131,9
Swiggy,"Content Writer II",Marketing,contract,hybrid,fixed,Hyderabad,Telangana,India,350000,650000,1,"Swiggy is hiring a Content Writer. Create engaging content for web, blogs, and marketing campaigns. Strong communication skills and relevant experience preferred.","Content Writing|SEO|Editing|Research","ESOP, Health insurance, Gym membership",https://careers.swiggy.com,0,0,active,2018,19
Zomato,"Operations Manager II",Operations,part_time,remote,fixed,Pune,Maharashtra,India,900000,1600000,6,"Zomato is hiring a Operations Manager. Optimize daily operations and cross-team workflows. Strong communication skills and relevant experience preferred.","Operations|Process Improvement|Team Management|KPIs","Paid time off, Health insurance, Parental leave",https://www.zomato.com/careers,0,0,active,1384,8
Paytm,"Senior Java Developer II",Engineering,full_time,hybrid,fixed,Mumbai,Maharashtra,India,900000,1800000,5,"Paytm is hiring a Senior Java Developer. Design and build scalable backend services for enterprise clients. Strong communication skills and relevant experience preferred.","Java|Spring Boot|Microservices|SQL|AWS","Health insurance, Paid time off, Learning budget",https://paytm.com/careers,0,0,active,641,1
PhonePe,"React Frontend Engineer II",Engineering,full_time,remote,fixed,Chennai,"Tamil Nadu",India,700000,1300000,2,"PhonePe is hiring a React Frontend Engineer. Develop responsive web applications with modern frontend stacks. Strong communication skills and relevant experience preferred.","React|TypeScript|REST APIs|CSS|Git","WFH, Health insurance, Annual bonus",https://www.phonepe.com/careers,0,0,active,1523,20
Razorpay,"Full Stack Developer II",Engineering,full_time,office,fixed,"Delhi NCR",Delhi,India,800000,1500000,3,"Razorpay is hiring a Full Stack Developer. Own features end-to-end across API and UI layers. Strong communication skills and relevant experience preferred.",Node.js|React|MongoDB|PostgreSQL|Docker,"Health insurance, Transport allowance, Flexible hours",https://razorpay.com/jobs,0,0,active,639,20
Freshworks,"DevOps Engineer II",Engineering,contract,hybrid,fixed,Gurgaon,Haryana,India,1000000,2000000,4,"Freshworks is hiring a DevOps Engineer. Automate deployments and maintain cloud infrastructure. Strong communication skills and relevant experience preferred.",AWS|Kubernetes|Terraform|CI/CD|Linux,"ESOP, Health insurance, Gym membership",https://www.freshworks.com/company/careers,0,0,active,2348,17
Zoho,"Data Analyst II",Operations,part_time,remote,fixed,Noida,"Uttar Pradesh",India,500000,900000,1,"Zoho is hiring a Data Analyst. Transform business data into dashboards and actionable insights. Strong communication skills and relevant experience preferred.","SQL|Excel|Python|Power BI|Tableau","Paid time off, Health insurance, Parental leave",https://www.zoho.com/careers,0,0,active,395,10
Mindtree,"Data Scientist II",Engineering,full_time,hybrid,fixed,Kolkata,"West Bengal",India,1100000,2200000,3,"Mindtree is hiring a Data Scientist. Build predictive models and analytics solutions for product teams. Strong communication skills and relevant experience preferred.","Python|Machine Learning|Statistics|Pandas|SQL","Health insurance, Paid time off, Learning budget",https://www.mindtree.com/careers,0,0,active,1555,19
LTIMindtree,"QA Automation Engineer II",Engineering,full_time,remote,fixed,Ahmedabad,Gujarat,India,600000,1100000,2,"LTIMindtree is hiring a QA Automation Engineer. Design automated test suites and improve release quality. Strong communication skills and relevant experience preferred.","Selenium|Java|API Testing|Jira|Agile","WFH, Health insurance, Annual bonus",https://www.ltimindtree.com/careers,0,0,active,1804,14
Cognizant,"Product Manager II",Operations,full_time,office,fixed,Remote,India,India,1200000,2500000,5,"Cognizant is hiring a Product Manager. Define product vision and drive cross-functional delivery. Strong communication skills and relevant experience preferred.","Product Strategy|Roadmaps|Analytics|Stakeholder Management","Health insurance, Transport allowance, Flexible hours",https://careers.cognizant.com,0,0,active,1546,30
"Deloitte India","UI/UX Designer II",Engineering,contract,hybrid,fixed,Bangalore,Karnataka,India,650000,1200000,2,"Deloitte India is hiring a UI/UX Designer. Create intuitive interfaces and user-centered product experiences. Strong communication skills and relevant experience preferred.","Figma|User Research|Prototyping|Design Systems","ESOP, Health insurance, Gym membership",https://www2.deloitte.com/in/en/careers,0,0,active,1034,28
"EY India","Android Developer II",Engineering,part_time,remote,fixed,Hyderabad,Telangana,India,750000,1400000,3,"EY India is hiring a Android Developer. Build and ship high-quality Android applications. Strong communication skills and relevant experience preferred.","Kotlin|Android SDK|REST APIs|Firebase","Paid time off, Health insurance, Parental leave",https://careers.ey.com,0,0,active,1377,0
"KPMG India","iOS Developer II",Engineering,full_time,hybrid,fixed,Pune,Maharashtra,India,800000,1500000,3,"KPMG India is hiring a iOS Developer. Develop native iOS apps for consumer and enterprise users. Strong communication skills and relevant experience preferred.","Swift|UIKit|SwiftUI|REST APIs","Health insurance, Paid time off, Learning budget",https://home.kpmg/in/en/home/careers,0,0,active,2266,5
Genpact,"Flutter Developer II",Engineering,full_time,remote,fixed,Mumbai,Maharashtra,India,700000,1300000,2,"Genpact is hiring a Flutter Developer. Deliver cross-platform mobile apps from a single codebase. Strong communication skills and relevant experience preferred.","Flutter|Dart|Firebase|REST APIs","WFH, Health insurance, Annual bonus",https://www.genpact.com/careers,0,0,active,670,7
TCS,"Cloud Architect II",Engineering,full_time,office,fixed,Chennai,"Tamil Nadu",India,1800000,3500000,8,"TCS is hiring a Cloud Architect. Lead cloud migration and architecture for large programs. Strong communication skills and relevant experience preferred.","AWS|Azure|Solution Design|Security|Networking","Health insurance, Transport allowance, Flexible hours",https://www.tcs.com/careers,0,0,active,1805,4
Infosys,"Business Analyst II",Operations,contract,hybrid,fixed,"Delhi NCR",Delhi,India,700000,1200000,3,"Infosys is hiring a Business Analyst. Bridge business needs with technical delivery teams. Strong communication skills and relevant experience preferred.","Requirements|SQL|Jira|Documentation|Stakeholder Management","ESOP, Health insurance, Gym membership",https://www.infosys.com/careers,0,0,active,1363,18
Wipro,"Sales Executive II",Sales,part_time,remote,fixed,Gurgaon,Haryana,India,400000,800000,2,"Wipro is hiring a Sales Executive. Drive revenue growth through enterprise client relationships. Strong communication skills and relevant experience preferred.","B2B Sales|CRM|Negotiation|Communication","Paid time off, Health insurance, Parental leave",https://careers.wipro.com,0,0,active,2190,27
"HCL Technologies","Digital Marketing Manager II",Marketing,full_time,hybrid,fixed,Noida,"Uttar Pradesh",India,600000,1100000,4,"HCL Technologies is hiring a Digital Marketing Manager. Plan and execute digital campaigns across channels. Strong communication skills and relevant experience preferred.","SEO|Google Ads|Analytics|Content Strategy","Health insurance, Paid time off, Learning budget",https://www.hcltech.com/careers,0,0,active,1735,23
"Tech Mahindra","HR Business Partner II","Human Resources",full_time,remote,fixed,Kolkata,"West Bengal",India,700000,1300000,5,"Tech Mahindra is hiring a HR Business Partner. Partner with leaders on hiring, retention, and culture. Strong communication skills and relevant experience preferred.","Talent Management|Employee Relations|HR Policies","WFH, Health insurance, Annual bonus",https://careers.techmahindra.com,0,0,active,1834,2
"Accenture India","Financial Analyst II",Finance,full_time,office,fixed,Ahmedabad,Gujarat,India,550000,1000000,2,"Accenture India is hiring a Financial Analyst. Support budgeting, forecasting, and financial reporting. Strong communication skills and relevant experience preferred.","Excel|Financial Modeling|SAP|Reporting","Health insurance, Transport allowance, Flexible hours",https://www.accenture.com/in-en/careers,0,0,active,1280,5
"Capgemini India","Customer Support Lead II","Customer Support",contract,hybrid,fixed,Remote,India,India,450000,850000,3,"Capgemini India is hiring a Customer Support Lead. Lead support operations and improve customer satisfaction. Strong communication skills and relevant experience preferred.","Customer Service|Team Leadership|CRM|Communication","ESOP, Health insurance, Gym membership",https://www.capgemini.com/careers,0,0,active,1642,5
"IBM India","Cybersecurity Analyst II",Engineering,part_time,remote,fixed,Bangalore,Karnataka,India,900000,1700000,3,"IBM India is hiring a Cybersecurity Analyst. Monitor threats and strengthen organizational security posture. Strong communication skills and relevant experience preferred.","SIEM|Network Security|Incident Response|Compliance","Paid time off, Health insurance, Parental leave",https://www.ibm.com/careers,0,0,active,1752,2
"Amazon India","Python Developer II",Engineering,full_time,hybrid,fixed,Hyderabad,Telangana,India,650000,1200000,2,"Amazon India is hiring a Python Developer. Build APIs and backend services using Python frameworks. Strong communication skills and relevant experience preferred.","Python|Django|Flask|PostgreSQL|REST APIs","Health insurance, Paid time off, Learning budget",https://www.amazon.jobs/en/locations/india,0,0,active,1756,22
